guid,subspecies,catalognumberint,collectors,state_prov,county,spec_locality,collectornumber,date,parts,sex,dec_lat,dec_long,coordinateuncertaintyinmeters,total length,tail length,hind foot with claw,ear from notch,ear from crown,weight,total length unit,tail length unit,hind foot with claw unit,ear from notch unit,ear from crown unit,weight unit,reproductive data,unformatted measurements
MVZ:Mamm:20607,Sorex trowbridgii montereyensis,20607,Alfred C. Shelton,California,Marin County,3 mi W Inverness,Alfred C. Shelton 68,1998-06-08,whole organism (ethanol),unknown,38.1010747,-122.9111073,5283,117,48,14,,,,mm,mm,mm,,,,,
MVZ:Mamm:58856,Sorex trowbridgii humboldtensis,58856,Raymond M. Gilmore,California,Humboldt County,Coyote Peak,Raymond M. Gilmore 2803,1933-06-14,"skin, study; skull",male,41.1335554,-123.8584651,2540,122,55,14,5,,4.7,mm,mm,mm,mm,,g,,
MVZ:Mamm:105909,Sorex trowbridgii mariposae,105909,Ward C. Russell,Nevada,Douglas County,"0.5 mi E Zephyr Cove, Lake Tahoe",Ward C. Russell 10031,1946-08-25,"skin, study; skull",female,39.00222,-119.94571,1957,124,50,13,8,,,mm,mm,mm,mm,,,,
MVZ:Mamm:178069,Sorex trowbridgii humboldtensis,178069,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Cedar Creek, 1.6 km N, 8 km E Willow Creek",Martin G. Raphael 576,1982-12-09,skull,unknown,40.95407,-123.53289,7897,105,48,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:178066,Sorex trowbridgii humboldtensis,178066,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Cedar Creek, 1.6 km N, 8 km E Willow Creek",Martin G. Raphael 573,1982-12-09,skull,unknown,40.95407,-123.53289,7897,111,49,15,,,,mm,mm,mm,,,,,
MVZ:Mamm:218547,Sorex trowbridgii mariposae,218547,Christopher J. Conroy,California,Shasta County,"Kings Creek Falls, Lassen Volcanic National Park",Christopher J. Conroy 2062,2006-09-07,"skin, study; skull; tissue (frozen)",unknown,40.45971,-121.44478,30,107,49,11,8,,4,mm,mm,mm,mm,,g,,
MVZ:Mamm:178536,Sorex trowbridgii humboldtensis,178536,Martin G. Raphael,California,Trinity County,"Six Rivers National Forest, Sharber, 1.6 km S, 8 km E Willow Creek",Martin G. Raphael 1540,1983-05-31,skull,female,40.9250702,-123.555483,5983,109,48,13,5,,,mm,mm,mm,mm,,,,
MVZ:Mamm:112992,Sorex trowbridgii humboldtensis,112992,Howard L. Cogswell,California,Humboldt County,French Camp,Howard L. Cogswell 39,1949-08-20,"skin, study; skull",female,41.1515112,-123.8193291,195,106,51,13,9,,4.4,mm,mm,mm,mm,,g,,
MVZ:Mamm:94041,Sorex trowbridgii trowbridgii,94041,John E. Chattin,Oregon,Clatsop County,Old Fort Clatsop,John E. Chattin 780,1940-08-21,"skin, study; skull",male ?,46.1339,-123.8761,13,116,59,13,7,,4.6,mm,mm,mm,mm,,g,,
MVZ:Mamm:200073,Sorex trowbridgii montereyensis,200073,Steve Lew,California,Monterey County,"Whale Point Trail near confluence of Big Creek and Devil's Creek, UCNRS Big Creek Reserve",,2002-10-31,whole organism (ethanol),unknown,36.0766666667,-121.595,139,,,,,,,,,,,,,,
MVZ:Mamm:19603,Sorex trowbridgii montereyensis,19603,Alfred C. Shelton,California,Marin County,3 mi W Inverness,Alfred C. Shelton 31,1913-05-31,"skin, study; skull",female,38.1010747,-122.9111073,5283,117,49,13,,,,mm,mm,mm,,,,,
MVZ:Mamm:196602,Sorex trowbridgii mariposae,196602,James L. Patton,California,Shasta County,"Trapsite R-2, Lassen Volcanic National Park",James L. Patton 18097,2000-09-17,"DNA; skeleton; tissue (ethanol, 95%)",female,40.5205994,-121.474732,312,,,,,,,,,,,,,,
MVZ:Mamm:178120,Sorex trowbridgii humboldtensis,178120,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Ammon Creek, 6.9 km S Salyer",Martin G. Raphael 952,1982-05-24,skull,unknown,40.82896,-123.58348,3536,98,44,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:200072,Sorex trowbridgii montereyensis,200072,Steve Lew,California,Monterey County,"Whale Point Trail near confluence of Big Creek and Devil's Creek, UCNRS Big Creek Reserve",,2002-10-31,whole organism (ethanol),unknown,36.0766666667,-121.595,139,,,,,,,,,,,,,,
MVZ:Mamm:218831,Sorex trowbridgii mariposae,218831,John O. Matson,California,Modoc County,"US Forest Service Rd 42N09 at Shields Creek, Warner Mts.",John O. Matson 7134,2005-09-17,"carcass (ethanol); skin, study; skull; tissue (ethanol, 95%)",male,41.425239,-120.317548,372,119,52,13,3,,4.5,mm,mm,mm,mm,,g,t=1mm,
MVZ:Mamm:196607,Sorex trowbridgii mariposae,196607,James L. Patton,California,Tehama County,"Trapsite R-1, Lassen Volcanic National Park",James L. Patton 18090,2000-10-02,"DNA; skeleton; tissue (ethanol, 95%)",female,40.4322209,-121.5330702,312,,,,,,,,,,,,,,
MVZ:Mamm:223111,Sorex trowbridgii mariposae,223111,"Ilona Lunenburg, Larry Saslaw",California,Tulare County,Case Mountain,156,2003-07-16,skeleton (postcranial); skull; tissue (frozen),female,36.412731,-118.802821,2478,101,47,14,7,,4.6,mm,mm,mm,mm,,g,,
MVZ:Mamm:96206,Sorex trowbridgii montereyensis,96206,Seth B. Benson,California,Marin County,2 mi WNW Inverness,Seth B. Benson 7781,1941-07-14,"skin, study; skull",female,38.1078446,-122.891698,2741,112,55,14,9,4,6.4,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:208883,Sorex trowbridgii mariposae,208883,James L. Patton,California,Shasta County,"Trapsite F-1, Lassen Volcanic National Park",James L. Patton 21857,2004-07-09,"skeleton; skull; tissue (ethanol, 95%)",female,40.5098261,-121.4571229,312,107,51,13,7,,3.8,mm,mm,mm,mm,,g,,
MVZ:Mamm:217621,Sorex trowbridgii mariposae,217621,Jeff T. Wilcox,California,Lassen County,"Blacks Mountain Experimental Forest, Lassen National Forest",Jeff T. Wilcox 1464,2004-09-22,skeleton (postcranial); skull; tissue (frozen),female,40.75893822,-121.1290742,32,114,51,14,4,,4,mm,mm,mm,mm,,g,,
MVZ:Mamm:217619,Sorex trowbridgii mariposae,217619,Jeff T. Wilcox,California,Lassen County,"Blacks Mountain Experimental Forest, Lassen National Forest",Jeff T. Wilcox 1380,2004-10-28,skeleton (postcranial); skull; tissue (frozen),male,40.71407799,-121.1542084,32,106,45,12,7,,4,mm,mm,mm,mm,,g,,
MVZ:Mamm:86835,Sorex trowbridgii montereyensis,86835,"Donald F. Hoffmeister, Ronald W. Smith",California,Mendocino County,5 mi NW Yorkville,83,1939-05-08,"skin, study; skull",male,38.9610275,-123.2707206,1609,98,47,14,6,,,mm,mm,mm,mm,,,,
MVZ:Mamm:126280,Sorex trowbridgii trowbridgii,126280,Alan C. Ziegler,Washington,Pierce County,1.5 mi NW Spanaway,Alan C. Ziegler 1892,1960-06-22,"skin, study; skull",male,47.119553963,-122.45578701,5903,121,54,13,9,,5.9,mm,mm,mm,mm,,g,"testes 1x2 mm, EPIO - ?",
MVZ:Mamm:206319,Sorex trowbridgii mariposae,206319,,California,Tehama County,"Trapsite S-1, Lassen Volcanic National Park",,2003-08-22,skeleton; tissue (frozen),female,40.4459632,-121.5279982,312,,,,,,,,,,,,,,
MVZ:Mamm:221744,Sorex trowbridgii mariposae,221744,"Christopher J. Conroy, Madeline S. Tiee",California,Placer County,"2.2 km S, 0.5 km E Dutch Flat",2510,2008-06-10,DNA (frozen); skull; tissue (frozen); whole organism (ethanol),female,39.18656,-120.83194,92,116,50,12,7,5.2,5.2,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:177363,Sorex trowbridgii montereyensis,177363,David O. Ribble,California,Monterey County,"Robertson Creek, Hastings Natural History Reservation",David O. Ribble 759,1987-03-28,"skin, study; skull",female,36.37618496,-121.5484028,27,107,47.5,14,9,,7,mm,mm,mm,mm,,g,"lactating, 2L, 2R embryos, crown-rump = 4mm",
MVZ:Mamm:177364,Sorex trowbridgii montereyensis,177364,David O. Ribble,California,Monterey County,"Robertson Creek, Hastings Natural History Reservation",David O. Ribble 760,1987-03-28,skeleton; skull,male,36.37618496,-121.5484028,27,,,,,,,,,,,,,,
MVZ:Mamm:126277,Sorex trowbridgii trowbridgii,126277,Alan C. Ziegler,Washington,Pierce County,1.5 mi NW Spanaway,Alan C. Ziegler 1889,1960-06-22,"skin, study; skull",female,47.119553963,-122.45578701,5903,109,50,12.5,9,,4.6,mm,mm,mm,mm,,g,no embs,
MVZ:Mamm:206321,Sorex trowbridgii mariposae,206321,,California,Tehama County,"Trapsite S-1, Lassen Volcanic National Park",,2003-08-22,skeleton; tissue (frozen),male,40.4459632,-121.5279982,312,,,,,,,,,,,,,,
MVZ:Mamm:126279,Sorex trowbridgii trowbridgii,126279,Alan C. Ziegler,Washington,Pierce County,1.5 mi NW Spanaway,Alan C. Ziegler 1891,1960-06-22,"skin, study; skull",male,47.119553963,-122.45578701,5903,118,55,13.5,9,,5.8,mm,mm,mm,mm,,g,"testes 1x2 mm, EPIO - ?",
MVZ:Mamm:128532,Sorex trowbridgii montereyensis,128532,William A. Clemens,California,Marin County,"Pierce Ranch, 1.5 mi SE Tomales Bluff",William A. Clemens 13,1957-10-19,"skin, study; skull",male,38.2236745,-122.9774684,114,113,48,13,6,,6.8,mm,mm,mm,mm,,g,,tail injured
MVZ:Mamm:223103,Sorex trowbridgii mariposae,223103,"Ilona Lunenburg, Larry Saslaw",California,Tulare County,Case Mountain,144,2003-09-17,skeleton (postcranial); skull; tissue (frozen),male,36.412731,-118.802821,2478,115,50,9,6,,4.3,mm,mm,mm,mm,,g,,
MVZ:Mamm:54900,Sorex trowbridgii trowbridgii,54900,Henry S. Fitch,Oregon,Douglas County,1 mi S Winchester Bay,Henry S. Fitch 559,1932-07-20,"skin, study; skull",male,43.6627,-124.1736,1498,125,57,14,14,,8.6,mm,mm,mm,mm,,g,,
MVZ:Mamm:178008,Sorex trowbridgii humboldtensis,178008,Martin G. Raphael,California,Trinity County,"Big Rock, 5.5 km S, 3.9 km W Salyer",Martin G. Raphael 391,1982-11-23,skull,male,40.84157,-123.5372,3536,103,49,13,6,,,mm,mm,mm,mm,,,,
MVZ:Mamm:114517,Sorex trowbridgii montereyensis,114517,Oliver P. Pearson,California,Marin County,"Shell Beach, 2 mi NW Inverness",Oliver P. Pearson 3278,1951-04-09,"skin, study; skull",male,38.117337,-122.8731281,95,107,50,13.5,10,,,mm,mm,mm,mm,,,testis 2 mm,
MVZ:Mamm:95856,Sorex trowbridgii trowbridgii,95856,Ward C. Russell,Oregon,Columbia County,7 mi SE Rainier,Ward C. Russell 8104,1941-05-27,"skin, study; skull",female,46.0084949,-122.8741356,3714,130,55,12,7,,5,mm,mm,mm,mm,,g,,
MVZ:Mamm:95850,Sorex trowbridgii trowbridgii,95850,Ward C. Russell,Washington,Cowlitz County,4 mi E mouth Kalama River,Ward C. Russell 8379,1941-06-26,"skin, study; skull",female,46.0339,-122.78604804,30883,128,55,14,7,,,mm,mm,mm,mm,,,,
MVZ:Mamm:122748,Sorex trowbridgii montereyensis,122748,Alan C. Ziegler,California,Marin County,1 mi W Bolinas Post Office,Alan C. Ziegler 1073,1958-06-22,"skin, study; skull",female,37.90599,-122.7029552,2435,129,54,14.5,9,,7.8,mm,mm,mm,mm,,g,"no embs or scars, lactating?",
MVZ:Mamm:196620,Sorex trowbridgii mariposae,196620,James L. Patton,California,Shasta County,"Trapsite B-1, Lassen Volcanic National Park",James L. Patton 18109,2000-09-24,"skeleton; tissue (ethanol, 95%)",male,40.4775067,-121.4318955,312,,,,,,,,,,,,,,
MVZ:Mamm:178000,Sorex trowbridgii humboldtensis,178000,Martin G. Raphael,California,Trinity County,"Big Rock, 5.5 km S, 3.9 km W Salyer",Martin G. Raphael 359,1982-11-23,skull,unknown,40.84157,-123.5372,3536,105,50,14,,,,mm,mm,mm,,,,,
MVZ:Mamm:96212,Sorex trowbridgii montereyensis,96212,A. P. Hendrickson,California,Marin County,2 mi WNW Inverness,A. P. Hendrickson 610,1941-07-14,"skin, study; skull",male,38.1078446,-122.891698,2741,102,45,13,8,,5.1,mm,mm,mm,mm,,g,,
MVZ:Mamm:96215,Sorex trowbridgii montereyensis,96215,A. P. Hendrickson,California,Marin County,2 mi WNW Inverness,A. P. Hendrickson 613,1941-07-14,"skin, study; skull",female,38.1078446,-122.891698,2741,110,53,14,7,,5.3,mm,mm,mm,mm,,g,,
MVZ:Mamm:177407,Sorex trowbridgii montereyensis,177407,David O. Ribble,California,Monterey County,"Robertson Creek, Hastings Natural History Reservation",David O. Ribble 928,1988-11-17,"skin, study; skull",female,36.37618496,-121.5484028,27,97,47,14,7,,4.5,mm,mm,mm,mm,,g,nulliparous,
MVZ:Mamm:178199,Sorex trowbridgii trowbridgii,178199,Martin G. Raphael,California,Siskiyou County,"Klamath National Forest, Ten Bear Mt., 18.5 km N, 2.6 km E Somes Bar",Martin G. Raphael 452,1982-12-08,skull,unknown,41.5515801,-123.4330207,2937,111,51,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:177403,Sorex trowbridgii montereyensis,177403,David O. Ribble,California,Monterey County,"Robertson Creek, Hastings Natural History Reservation",David O. Ribble 863,1988-05-06,"skin, study; skull",male,36.37618496,-121.5484028,27,112,53,15,8,,6,mm,mm,mm,mm,,g,t = 6x4 mm (greenish),
MVZ:Mamm:208862,Sorex trowbridgii mariposae,208862,James L. Patton,California,Shasta County,"Trapsite S-2, Lassen Volcanic National Park",James L. Patton 21836,2004-08-24,"skeleton; skull; tissue (ethanol, 95%)",female,40.4739296,-121.4931509,312,107,52,14,8,,4,mm,mm,mm,mm,,g,,
MVZ:Mamm:6883,Sorex trowbridgii montereyensis,6883,H. O. Jenkins,California,Santa Clara County,Stevens Creek,H. O. Jenkins 144,1904-12-30,"skin, study; skull",female,37.268888,-122.091794,8047,111,46,14,11,,,mm,mm,mm,mm,,,,
MVZ:Mamm:178259,Sorex trowbridgii trowbridgii,178259,Martin G. Raphael,California,Siskiyou County,"Klamath National Forest, Little Sandy Bar, 13.7 km N, 1.9 km E Somes Bar",Martin G. Raphael 1050,1983-03-02,skull,male,41.50497,-123.46708,597,103,45,13,7,,,mm,mm,mm,mm,,,,
MVZ:Mamm:115069,Sorex trowbridgii montereyensis,115069,Robert L. Rudd,California,Marin County,"Drake's Beach [Freshwater Lagoon], Point Reyes National Seashore",Robert L. Rudd 1718,1951-09-14,"skin, study; skull",female,38.0275,-122.9606,2095,120,50,14,8,,4.9,mm,mm,mm,mm,,g,"no emb, no mammary tissue",
MVZ:Mamm:208853,Sorex trowbridgii mariposae,208853,James L. Patton,California,Tehama County,"Trapsite R-1, Lassen Volcanic National Park",James L. Patton 21827,2004-08-13,"skeleton; skull; tissue (ethanol, 95%)",male,40.4322209,-121.5330702,312,110,53,13,6,,3.8,mm,mm,mm,mm,,g,,
MVZ:Mamm:183415,Sorex trowbridgii mariposae,183415,Milton Hildebrand,California,El Dorado County,"Angora Lake, 1 mi S Fallen Leaf Lake",Milton Hildebrand 1578,1946-07-03,skeleton; skull,female,38.7673057,-120.8180325,290,124,50,15,,,,mm,mm,mm,,,,,
MVZ:Mamm:178051,Sorex trowbridgii humboldtensis,178051,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Ammon Prairie, 7.4 km S, 1.6 km W Salyer",Martin G. Raphael 539,1982-12-01,skull,unknown,40.95773,-123.60246,3536,,47,13,,,,,mm,mm,,,,,
MVZ:Mamm:178198,Sorex trowbridgii trowbridgii,178198,Martin G. Raphael,California,Siskiyou County,"Klamath National Forest, Ten Bear Mt., 18.5 km N, 2.6 km E Somes Bar",Martin G. Raphael 451,1982-12-08,skull,unknown,41.5515801,-123.4330207,2937,112,52,13,,,,mm,mm,mm,,,,,
MVZ:Mamm:178074,Sorex trowbridgii humboldtensis,178074,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Ammon Prairie, 7.4 km S, 1.6 km W Salyer",Martin G. Raphael 589,1982-12-01,skull,unknown,40.95773,-123.60246,3536,115,51,13,7,,,mm,mm,mm,mm,,,,
MVZ:Mamm:216207,Sorex trowbridgii mariposae,216207,Christopher J. Conroy,California,Mariposa County,1.2 mi SE Sweetwater Mine,Christopher J. Conroy 1687,2005-05-11,"DNA (frozen); skin, study; skull; tissue (frozen)",female,37.56624,-119.86851,,110,52,12,8,,3.50,mm,mm,mm,mm,,g,nulliparous,
MVZ:Mamm:181443,Sorex trowbridgii montereyensis,181443,Seth B. Benson,California,Marin County,"edge of salt marsh , 1 mi SE Inverness",Seth B. Benson 11211,1948-10-10,"skin, study; skull",male,38.0910031,-122.844005,2607,125,58,14,10,4,,mm,mm,mm,mm,mm,,,
MVZ:Mamm:226359,Sorex trowbridgii mariposae,226359,Jessica L. Blois,California,Shasta County,"Samwel Cave, 2.2 mi SE McCloud Bridge Campground on Fender's Ferry Rd",Jessica L. Blois 67,2008-06-29,"tissue (ethanol, 95%)",female,40.9176,-122.239893,,97,50,14,7,,5.1,mm,mm,mm,mm,,g,,
MVZ:Mamm:178520,Sorex trowbridgii humboldtensis,178520,Martin G. Raphael,California,Trinity County,"Shasta-Trinity National Forest, Beartooth Mt., 4.8 km N, 10 km E Burnt Ranch",Martin G. Raphael 1398,1983-05-12,skull,unknown,40.9195595,-123.3645503,2425,,,,,,,,,,,,,,
MVZ:Mamm:138735,Sorex trowbridgii mariposae,138735,Myrnal L. Hawes,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",Myrnal L. Hawes 31,1968-10-13,"skin, study; skull",male,39.438,-120.2111667,,116,50,12,9,4,6.1,mm,mm,mm,mm,mm,g,testes 1x2 mm,
MVZ:Mamm:179896,Sorex trowbridgii montereyensis,179896,David O. Ribble,California,Monterey County,"Robertson Creek, Hastings Natural History Reservation",David O. Ribble 1051,1990-02-17,"skin, study; skull",female,36.37618496,-121.5484028,27,109,48,14,7,,5,mm,mm,mm,mm,,g,non-reproductive,
MVZ:Mamm:199177,Sorex trowbridgii mariposae,199177,,California,Tehama County,"Trapsite R-1, Lassen Volcanic National Park",603,2001-07-31,skeleton; tissue (frozen),unknown,40.4322209,-121.5330702,312,,,,,,,,,,,,,,
MVZ:Mamm:29971,Sorex trowbridgii montereyensis,29971,F. Harvey Holden,California,Alameda County,Berkeley,F. Harvey Holden 1037,1916-02-24,"skin, study; skull",female,37.8697904,-122.2715302,4075,108,48,14,5,,5.3,mm,mm,mm,mm,,g,,
MVZ:Mamm:19295,Sorex trowbridgii mariposae,19295,Joseph Grinnell,California,Placer County,Cisco,Joseph Grinnell 2410,1913-09-27,"skin, study; skull",female,39.3016611,-120.5446154,143,121,51,14,,,,mm,mm,mm,,,,,
MVZ:Mamm:134671,Sorex trowbridgii trowbridgii,134671,Walter W. Dalquest,Washington,King County,Paradise Lake,Walter W. Dalquest 1036,1938-11-03,"skin, study",female,47.7736,-122.0675,496,119,56,14,,,,mm,mm,mm,,,,,
MVZ:Mamm:134589,Sorex trowbridgii montereyensis,134589,James F. Lynch,California,Marin County,"Abalone Point, 3 mi NW Bolinas",James F. Lynch 50,1966-10-20,"skin, study; skull",unknown,37.9377434,-122.7647962,259,111,50,14,8,,4.2,mm,mm,mm,mm,,g,,
MVZ:Mamm:178026,Sorex trowbridgii humboldtensis,178026,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Oak Knob, 5.3 km S, 2.6 km W Salyer",Martin G. Raphael 453,1982-12-01,skull,unknown,40.84337,-123.61433,3536,,,,,,,,,,,,,,
MVZ:Mamm:57136,Sorex trowbridgii montereyensis,57136,George E. Stone,California,Monterey County,Carmel Highlands,,1931-10-15,whole organism (ethanol),unknown,36.502685,-121.928771,805,,,,,,,,,,,,,,
MVZ:Mamm:93994,Sorex trowbridgii trowbridgii,93994,John Davis,Washington,Pacific County,2.5 mi SE Chinook,John Davis 219,1940-08-09,"skin, study; skull",male,46.247506326,-123.90729212,2348,111,52,12,9,5,5.2,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:128526,Sorex trowbridgii montereyensis,128526,Seth B. Benson,California,Marin County,2.5 mi WNW Inverness,Seth B. Benson 11798,1954-10-31,"skin, study; skull",male,38.1099654,-122.900835,2037,123,54,13,9,,,mm,mm,mm,mm,,,,
MVZ:Mamm:94023,Sorex trowbridgii trowbridgii,94023,Charles G. Sibley,Washington,Clark County,2.25 mi NE Amboy,Charles G. Sibley 1000,1940-08-05,"skin, study; skull",male,45.933335775,-122.4123,1685,113,54,13,9,4,4.7,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:223115,Sorex trowbridgii mariposae,223115,"Ilona Lunenburg, Larry Saslaw",California,Tulare County,Case Mountain,160,2002-07-20,skeleton (postcranial); skull; tissue (frozen),male,36.412731,-118.802821,2478,102,50,13,7,,4.6,mm,mm,mm,mm,,g,,
MVZ:Mamm:208881,Sorex trowbridgii mariposae,208881,James L. Patton,California,Shasta County,"Trapsite F-2, Lassen Volcanic National Park",James L. Patton 21855,2004-08-29,"skeleton; skull; tissue (ethanol, 95%)",male,40.5451771,-121.5674756,312,115,53,14,7,,3.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:177397,Sorex trowbridgii montereyensis,177397,David O. Ribble,California,Monterey County,"Robertson Creek, Hastings Natural History Reservation",David O. Ribble 848,1988-04-22,"skin, study; skull",male,36.37618496,-121.5484028,27,110,52,15,9,,5,mm,mm,mm,mm,,g,,
MVZ:Mamm:178005,Sorex trowbridgii humboldtensis,178005,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Waterman Ridge, 8.9 km E Willow Creek",Martin G. Raphael 373,1982-11-18,skull,unknown,40.93966,-123.5222,10329,108,48,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:178251,Sorex trowbridgii trowbridgii,178251,Martin G. Raphael,California,Siskiyou County,"Klamath National Forest, Road Junction, 14.4 km N, 0.8 km E Somes Bar",Martin G. Raphael 865,1982-08-24,skull,unknown,41.51127,-123.48023,864,,41,,,,,,mm,,,,,,
MVZ:Mamm:11809,Sorex trowbridgii humboldtensis,11809,Frank Stephens,California,Humboldt County,"Freshwater Corners, ca. 4 mi E Eureka",Frank Stephens 3042,1910-08-17,"skin, study; skull",female,40.7853166,-124.0845287,1703,132,65,16,7,,,mm,mm,mm,mm,,,,
MVZ:Mamm:109352,Sorex trowbridgii montereyensis,109352,Joye H. Severaid,California,Alameda County,"49 Canyon Rd., Berkeley",Joye H. Severaid 943,1948-07-07,skeleton; skull,female,37.87003,-122.24869,8,,,,,,,,,,,,,,
MVZ:Mamm:22018,Sorex trowbridgii mariposae,22018,Tracy I. Storer,California,Mariposa County,"E Fork Indian Canyon, Yosemite National Park",Tracy I. Storer 1295,1915-06-24,"skeleton; skin, study; skull",female,37.77432,-119.56902,645,118,51,14,,,6,mm,mm,mm,,,g,,
MVZ:Mamm:185060,Sorex trowbridgii montereyensis,185060,A. J. Gilbert,California,Monterey County,"0.1 mi W Bottchers Gap, Palo Colorado Rd., EGPT",,1983-07-08,whole organism (ethanol),male,36.353974,-121.814585,161,,,,,,,,,,,,,,
MVZ:Mamm:196002,Sorex trowbridgii montereyensis,196002,Sheda Morshed,California,Marin County,"1.1 km SE junction Sir Francis Drake Hwy. and Pierce Point Rd., 2.6 km WNW Inverness, Point Reyes National Seashore",Sheda Morshed 114,1998-05-14,skeleton; tissue (frozen),female,38.1040057,-122.8960441,491,117,5.3,13,,,,mm,mm,mm,,,,Teats very large,
MVZ:Mamm:196003,Sorex trowbridgii montereyensis,196003,Sheda Morshed,California,Marin County,"1.1 km SE junction Sir Francis Drake Hwy. and Pierce Point Rd., 2.6 km WNW Inverness, Point Reyes National Seashore",Sheda Morshed 115,1998-05-14,skeleton; tissue (frozen),female,38.1040057,-122.8960441,491,117,49,13,,,,mm,mm,mm,,,,,
MVZ:Mamm:11815,Sorex trowbridgii humboldtensis,11815,Frank Stephens,California,Humboldt County,Arcata,Frank Stephens 3418,1910-10-09,"skin, study; skull",female,40.8701,-124.0795,12637,122,61,15,6,,,mm,mm,mm,mm,,,,
MVZ:Mamm:122127,Sorex trowbridgii montereyensis,122127,William Z. Lidicker Jr.,California,Monterey County,Pfeiffer-Big Sur State Park,William Z. Lidicker Jr. 1394,1957-10-20,"skin, study; skull",male,36.24614,-121.77506,1127,123,51,14,9,,,mm,mm,mm,mm,,,,
MVZ:Mamm:94010,Sorex trowbridgii trowbridgii,94010,John E. Chattin,Washington,Pacific County,2.5 mi SE Chinook,John E. Chattin 700,1940-08-13,skull,female,46.247506326,-123.90729212,2348,113,56,13,7,,5,mm,mm,mm,mm,,g,,
MVZ:Mamm:178375,Sorex trowbridgii humboldtensis,178375,Martin G. Raphael,California,Trinity County,"Vista, 8 km S, 3.9 km E Big Bar",Martin G. Raphael 466,1982-12-06,skull,unknown,40.6695,-123.29762,3843,107,47,13,,,,mm,mm,mm,,,,,
MVZ:Mamm:4288,Sorex trowbridgii montereyensis,4288,Walter P. Taylor,California,Marin County,"Point Reyes, 5 mi W Inverness",Walter P. Taylor 586,1909-03-02,"skin, study; skull",male,38.1010022,-122.9478788,7551,115,50,14,,,,mm,mm,mm,,,,,
MVZ:Mamm:120869,Sorex trowbridgii mariposae,120869,William J. Maher,California,Calaveras County,"N Fork Stanislaus River, Ford Crossing, 3.5 mi E and 1 mi N North Calaveras Grove",William J. Maher 1051,1955-11-06,"skin, study; skull",female,38.3043162,-120.233191,256,116,50,13,4,,4.6,mm,mm,mm,mm,,g,,
MVZ:Mamm:19297,Sorex trowbridgii mariposae,19297,Joseph Grinnell,California,Placer County,Cisco,Joseph Grinnell 2438,1913-09-28,"skin, study; skull",female,39.3016611,-120.5446154,143,111,47,14,,,,mm,mm,mm,,,,,
MVZ:Mamm:101459,Sorex trowbridgii montereyensis,101459,Seth B. Benson,California,Marin County,West Portal Fort Barry,Seth B. Benson 8710,1944-08-31,"skin, study; skull",female,37.8292336,-122.5147549,1873,113,46,14,9,4,5.5,mm,mm,mm,mm,mm,g,no emb,
MVZ:Mamm:191536,Sorex trowbridgii montereyensis,191536,"James L. Patton, Gary M. Fellers",California,Marin County,"Bear Valley Trail, 0.8 km S Divide Meadow, 3.3 km SSW Olema, Point Reyes National Seashore",James L. Patton 17317,1998-09-15,skeleton; tissue (frozen),female,38.0133789,-122.8001209,1548,,,,,,,,,,,,,,
MVZ:Mamm:101460,Sorex trowbridgii montereyensis,101460,Seth B. Benson,California,Marin County,West Portal Fort Barry,Seth B. Benson 8711,1944-08-31,"skin, study; skull",female,37.8292336,-122.5147549,1873,113,49,14,8,3,5,mm,mm,mm,mm,mm,g,no emb,
MVZ:Mamm:199152,Sorex trowbridgii montereyensis,199152,Steve Lew,California,Monterey County,"UCNRS Big Creek Reserve, Whale Point Trail, E of Whale Point cabin",,2002-05-27,whole organism (ethanol),unknown,36.0758333333,-121.5947222222,,,,,,,,,,,,,,,
MVZ:Mamm:101455,Sorex trowbridgii montereyensis,101455,Seth B. Benson,California,Marin County,West Portal Fort Barry,Seth B. Benson 8706,1944-08-31,"skin, study; skull",male,37.8292336,-122.5147549,1873,121,48,14,9,4,6.7,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:20862,Sorex trowbridgii humboldtensis,20862,,California,Humboldt County,Eureka,,1911-03-29,whole organism (ethanol),unknown,40.7851,-124.149,6663,4.75,,,,,,in,,,,,,,width: 2 1/8 in
MVZ:Mamm:177387,Sorex trowbridgii montereyensis,177387,David O. Ribble,California,Monterey County,"Robertson Creek, Hastings Natural History Reservation",David O. Ribble 816,1988-01-08,"skin, study; skull",female,36.37618496,-121.5484028,27,101,52,14,8,,5.5,mm,mm,mm,mm,,g,lactating,
