guid,subspecies,catalognumberint,collectors,state_prov,county,spec_locality,collectornumber,date,parts,sex,dec_lat,dec_long,coordinateuncertaintyinmeters,total length,tail length,hind foot with claw,ear from notch,ear from crown,weight,total length unit,tail length unit,hind foot with claw unit,ear from notch unit,ear from crown unit,weight unit,reproductive data,unformatted measurements
MVZ:Mamm:178316,Sorex trowbridgii humboldtensis,178316,Martin G. Raphael,California,Trinity County,"Shasta-Trinity National Forest, Happy Camp Mt., 8.9 km E Salyer",Martin G. Raphael 343,1982-07-17,skull,unknown,40.8986426,-123.4739566,1621,102,47,12,7,,,mm,mm,mm,mm,,,,
MVZ:Mamm:178224,Sorex trowbridgii trowbridgii,178224,Martin G. Raphael,California,Siskiyou County,"Klamath National Forest, U-Turn, 14.9 km N, 2.3 km E Somes Bar",Martin G. Raphael 521,1982-12-14,skull,unknown,41.51577,-123.4623,864,112,50,13,,,,mm,mm,mm,,,,,
MVZ:Mamm:58854,Sorex trowbridgii humboldtensis,58854,Joseph Grinnell,California,Humboldt County,Coyote Peak,Joseph Grinnell 7245,1933-06-09,"skin, study; skull",male,41.1335554,-123.8584651,2540,124,56,13.5,4.5,,5.7,mm,mm,mm,mm,,g,,
MVZ:Mamm:178268,Sorex trowbridgii trowbridgii,178268,Martin G. Raphael,California,Siskiyou County,"Klamath National Forest, Carter Creek, 21.7 km N Somes Bar",Martin G. Raphael 1103,1983-03-02,skull,unknown,41.5679842,-123.5012269,1922,109,45,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:218036,Sorex trowbridgii mariposae,218036,"Christopher J. Conroy, Rika DeVore",California,Tehama County,Battle Creek Campground,1984,2006-07-19,"skin, study; skull; tissue (frozen)",female,40.34688,-121.62932,200,114,48,12,8,,6.1,mm,mm,mm,mm,,g,,
MVZ:Mamm:94003,Sorex trowbridgii trowbridgii,94003,Ward C. Russell,Washington,Pacific County,2.5 mi SE Chinook,Ward C. Russell 7539,1940-08-11,"skin, study; skull",male,46.247506326,-123.90729212,2348,122,55,14,9,,5.6,mm,mm,mm,mm,,g,,
MVZ:Mamm:178065,Sorex trowbridgii humboldtensis,178065,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Cedar Creek, 1.6 km N, 8 km E Willow Creek",Martin G. Raphael 572,1982-12-09,skull,unknown,40.95407,-123.53289,7897,,52,12,,,,,mm,mm,,,,,
MVZ:Mamm:104192,Sorex trowbridgii montereyensis,104192,Robert W. Storer,California,Alameda County,"University of California Botanical Garden, Strawberry Canyon, Berkeley",Robert W. Storer 7824,1942-09-27,"skin, study; skull",male,37.87438,-122.2377,229,119,49,14.5,8.5,,,mm,mm,mm,mm,,,,
MVZ:Mamm:101188,Sorex trowbridgii montereyensis,101188,C. E. Van Atta,California,Marin County,"NW end of Blithedale Canyon, Mill Valley",C. E. Van Atta 19,1944-04-01,"skin, study; skull",female,37.9350524,-122.5654128,2250,118,47,16,7,,,mm,mm,mm,mm,,,no emb,
MVZ:Mamm:217628,Sorex trowbridgii mariposae,217628,Jeff T. Wilcox,California,Lassen County,"Blacks Mountain Experimental Forest, Lassen National Forest",Jeff T. Wilcox 1435,2004-09-28,skeleton (postcranial); skull; tissue (frozen),male,40.71353872,-121.0988806,32,106,45,18,6,,4,mm,mm,mm,mm,,g,,
MVZ:Mamm:101567,Sorex trowbridgii montereyensis,101567,Seth B. Benson,California,Marin County,West Portal Fort Barry,Seth B. Benson 8804,1944-10-28,"skin, study; skull",female,37.8292336,-122.5147549,1873,127,54,14,9,4,6.2,mm,mm,mm,mm,mm,g,no emb,
MVZ:Mamm:143677,Sorex trowbridgii trowbridgii,143677,Myrnal L. Hawes,British Columbia,,"Cloverdale, Surrey",Myrnal L. Hawes 961,1972-04-18,"skin, study; skull",female,49.1083,-122.725,3988,120,54,14,9,4,5.7,mm,mm,mm,mm,mm,g,lactating,
MVZ:Mamm:121858,Sorex trowbridgii trowbridgii,121858,Seth B. Benson,California,Del Norte County,"Elk Valley Guard Station, T14N, R4E, S23",Seth B. Benson 12050,1957-08-24,"skin, study; skull",male,41.5870224,-123.691986,1661,116,54,14,8,3,4.3,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:177966,Sorex trowbridgii humboldtensis,177966,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Ammon Creek, 6.9 km S Salyer",Martin G. Raphael 273,1982-12-01,skull,unknown,40.82896,-123.58348,3536,115,48,13,7,,,mm,mm,mm,mm,,,,
MVZ:Mamm:178046,Sorex trowbridgii humboldtensis,178046,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Four Mile Creek, 5.2 km S, 1 km W Willow Creek",Martin G. Raphael 527,1982-12-03,skull,unknown,40.89283,-123.63976,7897,112,51,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:178045,Sorex trowbridgii humboldtensis,178045,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Four Mile Creek, 5.2 km S, 1 km W Willow Creek",Martin G. Raphael 525,1982-12-03,skull,unknown,40.89283,-123.63976,7897,110,51,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:102796,Sorex trowbridgii montereyensis,102796,Seth B. Benson,California,Marin County,West Portal Fort Barry,Seth B. Benson 8956,1945-06-02,"skin, study; skull",female,37.8292336,-122.5147549,1873,125,52,14,10,4,6.5,mm,mm,mm,mm,mm,g,no emb,
MVZ:Mamm:178142,Sorex trowbridgii humboldtensis,178142,Martin G. Raphael,California,Trinity County,"Halcon, 5.6 km N, 2.9 km E Salyer",Martin G. Raphael 1312,1983-05-12,skull,unknown,40.94152,-123.54907,3536,94,39,8,,,,mm,mm,mm,,,,,
MVZ:Mamm:112997,Sorex trowbridgii humboldtensis,112997,Keith F. Murray,California,Humboldt County,Willow Creek,Keith F. Murray 771,1949-09-01,"skin, study; skull",unknown,40.9396583,-123.6278827,5485,116,54,16,9,4,6.1,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:36589,Sorex trowbridgii mariposae,36589,Jean M. Linsdale,California,Trinity County,"Divide, 12 mi N of N Yolla Bolly Mt.",Jean M. Linsdale 1064,1926-05-09,"skin, study; skull",male,40.394887,-123.015054,1109,108,45,13,5,,5.3,mm,mm,mm,mm,,g,,
MVZ:Mamm:69046,Sorex trowbridgii trowbridgii,69046,David H. Johnson,California,Del Norte County,E Fork Illinois River 0.25 mi S Oregon line,David H. Johnson 849,1935-07-15,"skin, study; skull",male,41.9955479,-123.625462,2115,,52,13,8,,4.1,,mm,mm,mm,,g,,
MVZ:Mamm:208872,Sorex trowbridgii mariposae,208872,James L. Patton,California,Shasta County,"Trapsite F-2, Lassen Volcanic National Park",James L. Patton 21846,2004-07-05,"skeleton; skull; tissue (ethanol, 95%)",male,40.5451771,-121.5674756,312,115,53,14,8,,3.4,mm,mm,mm,mm,,g,,
MVZ:Mamm:18776,Sorex trowbridgii montereyensis,18776,John Hornung,California,Marin County,Nicasio,John Hornung 139,1905-12-31,"skin, study; skull",unknown,38.0616762,-122.6973575,1255,,,,,,,,,,,,,,
MVZ:Mamm:101402,Sorex trowbridgii montereyensis,101402,,California,Marin County,Fort Barry,20,1944-07-21,"skin, study; skull",male,37.8292336,-122.5147549,1873,116,47,13,9,,,mm,mm,mm,mm,,,,
MVZ:Mamm:206322,Sorex trowbridgii mariposae,206322,Hanna E. Shohfi,California,Tehama County,"Trapsite S-1, Lassen Volcanic National Park",Hanna E. Shohfi 197,2003-08-22,"skin, study; skull; tissue (frozen)",unknown,40.4459632,-121.5279982,312,108,51,13,8,,4.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:179900,Sorex trowbridgii montereyensis,179900,David O. Ribble,California,Monterey County,"Robertson Creek, Hastings Natural History Reservation",David O. Ribble 1055,1990-04-13,"skin, study; skull",female,36.37618496,-121.5484028,27,96,50,14,7,,5,mm,mm,mm,mm,,g,,
MVZ:Mamm:122746,Sorex trowbridgii montereyensis,122746,Alan C. Ziegler,California,Marin County,1 mi W Bolinas Post Office,Alan C. Ziegler 1071,1958-06-22,"skin, study; skull",male,37.90599,-122.7029552,2435,119,55,14,9,,6.6,mm,mm,mm,mm,,g,"testes 1x1 mm, epio.?",
MVZ:Mamm:122745,Sorex trowbridgii montereyensis,122745,Alan C. Ziegler,California,Marin County,1 mi W Bolinas Post Office,Alan C. Ziegler 1070,1958-06-22,"skin, study; skull",male,37.90599,-122.7029552,2435,121,51,14,9,,7.4,mm,mm,mm,mm,,g,"testes 1/2 x 1 mm, epio.?",
MVZ:Mamm:177999,Sorex trowbridgii humboldtensis,177999,Martin G. Raphael,California,Trinity County,"Big Rock, 5.5 km S, 3.9 km W Salyer",Martin G. Raphael 358,1982-11-23,skull,unknown,40.84157,-123.5372,3536,104,50,14,,,,mm,mm,mm,,,,,
MVZ:Mamm:177993,Sorex trowbridgii humboldtensis,177993,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Four Mile Creek, 5.2 km S, 1 km W Willow Creek",Martin G. Raphael 349,1982-07-06,skull,unknown,40.89283,-123.63976,7897,107,46,12,6,,,mm,mm,mm,mm,,,,
MVZ:Mamm:178001,Sorex trowbridgii humboldtensis,178001,Martin G. Raphael,California,Trinity County,"Big Rock, 5.5 km S, 3.9 km W Salyer",Martin G. Raphael 360,1982-11-23,skull,unknown,40.84157,-123.5372,3536,105,46,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:177408,Sorex trowbridgii montereyensis,177408,David O. Ribble,California,Monterey County,"Robertson Creek, Hastings Natural History Reservation",David O. Ribble 929,1988-11-17,"skin, study; skull",male,36.37618496,-121.5484028,27,95,46,13,7,,4.5,mm,mm,mm,mm,,g,t = 4x2 mm,
MVZ:Mamm:178196,Sorex trowbridgii trowbridgii,178196,Martin G. Raphael,California,Siskiyou County,"Klamath National Forest, Ten Bear Mt., 18.5 km N, 2.6 km E Somes Bar",Martin G. Raphael 449,1982-12-08,skull,unknown,41.5515801,-123.4330207,2937,105,50,13,,,,mm,mm,mm,,,,,
MVZ:Mamm:178052,Sorex trowbridgii humboldtensis,178052,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Ammon Prairie, 7.4 km S, 1.6 km W Salyer",Martin G. Raphael 540,1982-12-01,skull,unknown,40.95773,-123.60246,3536,,48,13,,,,,mm,mm,,,,,
MVZ:Mamm:178197,Sorex trowbridgii trowbridgii,178197,Martin G. Raphael,California,Siskiyou County,"Klamath National Forest, Ten Bear Mt., 18.5 km N, 2.6 km E Somes Bar",Martin G. Raphael 450,1982-12-08,skull,unknown,41.5515801,-123.4330207,2937,,45,12,,,,,mm,mm,,,,,
MVZ:Mamm:178076,Sorex trowbridgii humboldtensis,178076,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Ammon Prairie, 7.4 km S, 1.6 km W Salyer",Martin G. Raphael 591,1982-12-01,skull,unknown,40.95773,-123.60246,3536,116,47,13,7,,,mm,mm,mm,mm,,,,
MVZ:Mamm:19635,Sorex trowbridgii montereyensis,19635,Alfred C. Shelton,California,Sonoma County,"Sonoma County side of Gualala River, by Gualala, Mendocino County",Alfred C. Shelton 226,1913-07-02,"skin, study; skull",male,38.7594117,-123.5168779,16093,113,48,14,,,,mm,mm,mm,,,,,
MVZ:Mamm:181442,Sorex trowbridgii montereyensis,181442,Seth B. Benson,California,Marin County,"edge of salt marsh , 1 mi SE Inverness",Seth B. Benson 11210,1948-10-10,"skin, study; skull",male,38.0910031,-122.844005,2607,120,52,14,10,4,,mm,mm,mm,mm,mm,,,
MVZ:Mamm:178517,Sorex trowbridgii humboldtensis,178517,Martin G. Raphael,California,Trinity County,"Shasta-Trinity National Forest, Beartooth Mt., 4.8 km N, 10 km E Burnt Ranch",Martin G. Raphael 1389,1983-05-12,skull,unknown,40.9195595,-123.3645503,2425,100,41,10,,,,mm,mm,mm,,,,,
MVZ:Mamm:200628,Sorex trowbridgii mariposae,200628,James L. Patton,California,Tehama County,"Trapsite S-1, Lassen Volcanic National Park",James L. Patton 19716,2002-08-18,skeleton; tissue (ethanol),female,40.4459632,-121.5279982,312,107,51,14,5,,3,mm,mm,mm,mm,,g,,
MVZ:Mamm:3467,Sorex trowbridgii montereyensis,3467,J. Rowley,California,Monterey County,Monterey,J. Rowley 122,1907-09-11,"skin, study; skull",female,36.59962,-121.897474,6167,117,54,16,,,,mm,mm,mm,,,,,
MVZ:Mamm:134588,Sorex trowbridgii montereyensis,134588,James F. Lynch,California,Marin County,"Abalone Point, 3 mi NW Bolinas",James F. Lynch 49,1966-10-20,"skin, study; skull",unknown,37.9377434,-122.7647962,259,105,46,14,8,,5.1,mm,mm,mm,mm,,g,,
MVZ:Mamm:215521,Sorex trowbridgii mariposae,215521,Anika Mahoney,California,Lassen County,"Blacks Mountain Experimental Forest, Lassen National Forest",,2003-10-31,"DNA (frozen); skin, study; skull; tissue (frozen)",female,40.7229787,-121.1210738,1151,104,46,11,7,,3.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:29260,Sorex trowbridgii montereyensis,29260,Halstead G. White,California,Monterey County,2 mi S Monterey,Halstead G. White 3311,1919-02-15,"skin, study; skull",female,36.57092,-121.898014,161,108,53,14,4,,6.7,mm,mm,mm,mm,,g,,
MVZ:Mamm:53317,Sorex trowbridgii montereyensis,53317,,California,Alameda County,Berkeley,7,1932-04-30,"skin, study; skull",female,37.871028,-122.277108,2257,,,,,,,,,,,,,,
MVZ:Mamm:140084,Sorex trowbridgii mariposae,140084,,California,Nevada County,"Sagehen Creek Field Station, 3 mi NW Hobart Mills, Sagehen Creek Field Station",7,1970-10-23,"skin, study; skull",female,39.4319691,-120.2399175,4068,101,46,14,8,,4,mm,mm,mm,mm,,g,,
MVZ:Mamm:101457,Sorex trowbridgii montereyensis,101457,Seth B. Benson,California,Marin County,West Portal Fort Barry,Seth B. Benson 8708,1944-08-31,"skin, study; skull",male,37.8292336,-122.5147549,1873,112,44,13,8,3,5.9,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:199151,Sorex trowbridgii montereyensis,199151,Steve Lew,California,Monterey County,"UCNRS Big Creek Reserve, Whale Point Trail, E of Whale Point cabin",,2002-05-27,whole organism (ethanol),unknown,36.0758333333,-121.5947222222,,,,,,,,,,,,,,,
MVZ:Mamm:101458,Sorex trowbridgii montereyensis,101458,Seth B. Benson,California,Marin County,West Portal Fort Barry,Seth B. Benson 8709,1944-08-31,"skin, study; skull",female,37.8292336,-122.5147549,1873,120,53,14,10,4,6.3,mm,mm,mm,mm,mm,g,no emb,
MVZ:Mamm:9416,Sorex trowbridgii montereyensis,9416,Walter P. Taylor,California,Marin County,"Point Reyes, 5 mi W Inverness",Walter P. Taylor 589,1909-03-03,whole organism (ethanol),unknown,38.1010022,-122.9478788,7551,,,,,,,,,,,,,,
MVZ:Mamm:178438,Sorex trowbridgii humboldtensis,178438,Martin G. Raphael,California,Trinity County,"Shasta-Trinity National Forest, Big French Creek, 5.6 km N, 4.5 km W Big Bar",Martin G. Raphael 755,1982-12-07,skull,unknown,40.7919123,-123.3043836,3136,,47,,,,,,mm,,,,,,
MVZ:Mamm:178501,Sorex trowbridgii humboldtensis,178501,Martin G. Raphael,California,Trinity County,"Shasta-Trinity National Forest, Hennessy Peak, 3.2 km W Burnt Ranch",Martin G. Raphael 1259,1983-07-16,skull,male,40.80611,-123.53139,876,98,46,13,9,,,mm,mm,mm,mm,,,,
MVZ:Mamm:58848,Sorex trowbridgii humboldtensis,58848,Joseph Grinnell,California,Humboldt County,Horse Mt.,Joseph Grinnell 7218,1933-06-04,"skin, study; skull",female,40.8748542,-123.7317033,4921,116,53,13.5,4,,6.2,mm,mm,mm,mm,,g,,
MVZ:Mamm:178078,Sorex trowbridgii humboldtensis,178078,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Sugarloaf Mt., 12.9 km S, 2.4 km W Salyer",Martin G. Raphael 609,1982-12-06,skull,unknown,40.77493,-123.61196,3536,103,48,13,,,,mm,mm,mm,,,,,
MVZ:Mamm:178089,Sorex trowbridgii humboldtensis,178089,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Sugarloaf Mt., 12.9 km S, 2.4 km W Salyer",Martin G. Raphael 628,1982-12-06,skull,unknown,40.77493,-123.61196,3536,98,48,11,,,,mm,mm,mm,,,,,
MVZ:Mamm:69047,Sorex trowbridgii trowbridgii,69047,David H. Johnson,California,Siskiyou County,"Poker Flat, 12 mi NW Happy Camp",David H. Johnson 750,1935-06-30,"skin, study; skull",female,41.9318434,-123.5434292,319,113,48,11.5,8.5,,6.8,mm,mm,mm,mm,,g,,
MVZ:Mamm:178015,Sorex trowbridgii humboldtensis,178015,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Cedar Creek, 1.6 km N, 8 km E Willow Creek",Martin G. Raphael 406,1982-12-09,skull,unknown,40.95407,-123.53289,7897,,48,13,,,,,mm,mm,,,,,
MVZ:Mamm:178072,Sorex trowbridgii humboldtensis,178072,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Cedar Creek, 1.6 km N, 8 km E Willow Creek",Martin G. Raphael 579,1982-12-09,skull,unknown,40.95407,-123.53289,7897,110,49,11,,,,mm,mm,mm,,,,,
MVZ:Mamm:178063,Sorex trowbridgii humboldtensis,178063,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Cedar Creek, 1.6 km N, 8 km E Willow Creek",Martin G. Raphael 570,1982-12-09,skull,unknown,40.95407,-123.53289,7897,97,46,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:191577,Sorex trowbridgii montereyensis,191577,"James L. Patton, Gary M. Fellers",California,Marin County,"2.1 km SE junction Sir Francis Drake Hwy. and Pierce Point Rd. 2.7 km WNW Inverness, Point Reyes National Seashore",James L. Patton 17027,1998-06-03,skeleton; tissue (frozen),male,38.0967658,-122.9027487,821,,,,,,,,,,,,,,
MVZ:Mamm:12029,Sorex trowbridgii mariposae,12029,Louise Kellogg,California,El Dorado County,Glen Alpine Springs,Louise Kellogg 1189,1910-08-18,"skin, study; skull",male,38.875561,-120.095833,89,108,53,15,,,,mm,mm,mm,,,,,
MVZ:Mamm:178059,Sorex trowbridgii humboldtensis,178059,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Brush Mt., 4.8 km S, 2.4 km W Willow Creek",Martin G. Raphael 563,1982-12-03,skull,unknown,40.89643,-123.65638,7897,115,53,14,,,,mm,mm,mm,,,,,
MVZ:Mamm:29970,Sorex trowbridgii montereyensis,29970,F. Harvey Holden,California,Alameda County,Berkeley,F. Harvey Holden 1035,1916-12-31,"skin, study; skull",unknown,37.8697904,-122.2715302,4075,,,,,,5.7,,,,,,g,,
MVZ:Mamm:223107,Sorex trowbridgii mariposae,223107,"Ilona Lunenburg, Larry Saslaw",California,Tulare County,Case Mountain,152,2002-07-22,skeleton (postcranial); skull; tissue (frozen),male,36.412731,-118.802821,2478,105,46,13,8,,3.8,mm,mm,mm,mm,,g,,
MVZ:Mamm:223106,Sorex trowbridgii mariposae,223106,"Ilona Lunenburg, Larry Saslaw",California,Tulare County,Case Mountain,151,2002-07-22,skeleton (postcranial); skull; tissue (frozen),unknown,36.412731,-118.802821,2478,99,44,13,7,,4.4,mm,mm,mm,mm,,g,,
MVZ:Mamm:94045,Sorex trowbridgii trowbridgii,94045,John E. Chattin,Oregon,Clatsop County,Old Fort Clatsop,John E. Chattin 815,1940-08-24,"skin, study; skull",male,46.1339,-123.8761,13,109,54,13,7,,5.9,mm,mm,mm,mm,,g,,
MVZ:Mamm:178179,Sorex trowbridgii trowbridgii,178179,Martin G. Raphael,California,Siskiyou County,"Klamath National Forest, U-Turn, 14.9 km N, 2.3 km E Somes Bar",Martin G. Raphael 281,1982-12-14,skull,unknown,41.51577,-123.4623,864,,52,14,,,,,mm,mm,,,,,
MVZ:Mamm:207095,Sorex trowbridgii mariposae,207095,Christopher J. Conroy,California,Mariposa County,"Lehamite Creek, Yosemite National Park",Christopher J. Conroy 1322,2004-06-28,"skin, study; skull; tissue (frozen)",male,37.77991,-119.56425,201,115,50,13,8.5,,5.30,mm,mm,mm,mm,,g,t=2x1,
MVZ:Mamm:191521,Sorex trowbridgii montereyensis,191521,"James L. Patton, Gary M. Fellers",California,Marin County,"Bear Valley Trail, 0.8 km S Divide Meadow, 3.3 km SSW Olema, Point Reyes National Seashore",James L. Patton 17302,1998-05-19,skeleton; tissue (frozen),female,38.0133789,-122.8001209,1548,,,,,,,,,,,,,,
MVZ:Mamm:216702,Sorex trowbridgii mariposae,216702,Chet Ogan,California,Siskiyou County,Klamath National Forest,,1995-08-31,mandible,unknown,41.8088151115,-122.2800845111,,,,,,,,,,,,,,,
MVZ:Mamm:178266,Sorex trowbridgii trowbridgii,178266,Martin G. Raphael,California,Siskiyou County,"Klamath National Forest, Carter Creek, 21.7 km N Somes Bar",Martin G. Raphael 1101,1983-03-02,skull,male,41.5679842,-123.5012269,1922,111,45,12,6,,,mm,mm,mm,mm,,,,
MVZ:Mamm:177382,Sorex trowbridgii montereyensis,177382,David O. Ribble,California,Monterey County,"Robertson Creek, Hastings Natural History Reservation",David O. Ribble 804,1987-11-25,"skin, study; skull",female,36.37618496,-121.5484028,27,99,48,14,8,,5.2,mm,mm,mm,mm,,g,vagina & uteri swollen,
MVZ:Mamm:94049,Sorex trowbridgii trowbridgii,94049,John E. Chattin,Oregon,Washington County,18.5 mi NW Portland,John E. Chattin 500,1940-07-22,skull,female,45.713,-122.9445,22309,118,55,11,7,,4.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:95600,Sorex trowbridgii humboldtensis,95600,Viola M. Hildebrand,California,Mendocino County,Russian Gulch State Park,Viola M. Hildebrand 16,1941-05-17,"skin, study; skull",female,39.3302004,-123.7783436,2866,122,54,15,12,7,5,mm,mm,mm,mm,mm,g,no emb,
MVZ:Mamm:178043,Sorex trowbridgii humboldtensis,178043,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Four Mile Creek, 5.2 km S, 1 km W Willow Creek",Martin G. Raphael 512,1982-12-03,skull,unknown,40.89283,-123.63976,7897,108,49,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:19632,Sorex trowbridgii montereyensis,19632,Charles L. Camp,California,Mendocino County,Gualala,Charles L. Camp 897,1913-06-30,"skin, study; skull",male,38.7667231,-123.5275764,1170,121,53,14,,,,mm,mm,mm,,,,testes small,
MVZ:Mamm:178282,Sorex trowbridgii trowbridgii,178282,Martin G. Raphael,California,Siskiyou County,"Klamath National Forest, Ukonom Station, 1 km N, 1.6 km E Somes Bar",Martin G. Raphael 1567,1983-03-10,skull,female,41.3869239,-123.4918853,235,112,49,13,,,,mm,mm,mm,,,,,
MVZ:Mamm:199173,Sorex trowbridgii mariposae,199173,,California,Shasta County,"Trapsite F-2, Lassen Volcanic National Park",668,2001-07-11,skeleton; tissue (frozen),unknown,40.5451771,-121.5674756,312,,,,,,,,,,,,,,
MVZ:Mamm:217624,Sorex trowbridgii mariposae,217624,Jeff T. Wilcox,California,Lassen County,"Blacks Mountain Experimental Forest, Lassen National Forest",Jeff T. Wilcox 1433,2004-10-22,DNA (frozen); skeleton (postcranial); skull; tissue (frozen),male,40.73790614,-121.1148134,32,104,46,13,4,,4,mm,mm,mm,mm,,g,,
MVZ:Mamm:191555,Sorex trowbridgii montereyensis,191555,"James L. Patton, Gary M. Fellers",California,Marin County,"1.9 km SE junction Sir Francis Drake Hwy. and Pierce Point Rd. 2.6 km WNW Inverness, Point Reyes National Seashore",James L. Patton 17033,1998-06-10,skeleton; tissue (frozen),female,38.0978691,-122.9011817,744,,,,,,,,,,,,,,
MVZ:Mamm:24319,Sorex trowbridgii mariposae,24319,Joseph Scattergood Dixon,California,El Dorado County,1 mi W Fyffe,Joseph Scattergood Dixon 5072,1916-07-28,whole organism (ethanol),female,38.75449,-120.6350067,561,118,50,14,5,,5,mm,mm,mm,mm,,g,,
MVZ:Mamm:155546,Sorex trowbridgii mariposae,155546,C. Michael Kunde,California,Fresno County,"Grouse Creek Rd., R25E, T8S, S24, W of Huntington Lake, Sierra National Forest",C. Michael Kunde 51,1978-09-04,"skin, study; skull",female,37.22043,-119.1909,802,102,48,12.5,7.5,,,mm,mm,mm,mm,,,imm.,
MVZ:Mamm:178493,Sorex trowbridgii humboldtensis,178493,Martin G. Raphael,California,Trinity County,"Shasta-Trinity National Forest, Hennessy Peak, 3.2 km W Burnt Ranch",Martin G. Raphael 1223,1983-07-11,skull,female,40.80611,-123.53139,876,114,50,14,8,,,mm,mm,mm,mm,,,,
MVZ:Mamm:191528,Sorex trowbridgii montereyensis,191528,"James L. Patton, Gary M. Fellers",California,Marin County,"Bear Valley Trail, 0.8 km S Divide Meadow, 3.3 km SSW Olema, Point Reyes National Seashore",James L. Patton 17309,1998-05-20,skeleton; tissue (frozen),female,38.0133789,-122.8001209,1548,,,,,,,,,,,,,,
MVZ:Mamm:19616,Sorex trowbridgii montereyensis,19616,Alfred C. Shelton,California,Marin County,3 mi W Inverness,Alfred C. Shelton 50,1913-06-04,"skin, study; skull",female,38.1010747,-122.9111073,5283,116,51,14,,,,mm,mm,mm,,,,2 pari mam,
MVZ:Mamm:178125,Sorex trowbridgii humboldtensis,178125,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Sign Board Gap, 10.5 km E Hoopa",Martin G. Raphael 984,1983-03-07,skull,unknown,41.06258,-123.55838,11838,107,46,,,,,mm,mm,,,,,,
MVZ:Mamm:178123,Sorex trowbridgii humboldtensis,178123,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Sign Board Gap, 10.5 km E Hoopa",Martin G. Raphael 982,1983-03-07,skull,unknown,41.06258,-123.55838,11838,106,46,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:178127,Sorex trowbridgii humboldtensis,178127,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Sign Board Gap, 10.5 km E Hoopa",Martin G. Raphael 986,1983-03-07,skull,unknown,41.06258,-123.55838,11838,,46,,,,,,mm,,,,,,
MVZ:Mamm:113006,Sorex trowbridgii humboldtensis,113006,Keith F. Murray,California,Humboldt County,4.5 mi N and 1.5 mi E Willow Creek,Keith F. Murray 763,1949-08-30,"skin, study; skull",unknown,41.00487,-123.59922,8893,104,50,13,7,4,3.9,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:178124,Sorex trowbridgii humboldtensis,178124,Martin G. Raphael,California,Humboldt County,"Six Rivers National Forest, Sign Board Gap, 10.5 km E Hoopa",Martin G. Raphael 983,1983-03-07,skull,unknown,41.06258,-123.55838,11838,108,45,,,,,mm,mm,,,,,,
MVZ:Mamm:19615,Sorex trowbridgii montereyensis,19615,Alfred C. Shelton,California,Marin County,3 mi W Inverness,Alfred C. Shelton 49,1913-06-04,"skin, study; skull",female,38.1010747,-122.9111073,5283,122,53,14,,,,mm,mm,mm,,,,2 Pair,
MVZ:Mamm:101187,Sorex trowbridgii montereyensis,101187,C. E. Van Atta,California,Marin County,"NW end of Blithedale Canyon, Mill Valley",C. E. Van Atta 18,1944-04-01,"skin, study; skull",female,37.9350524,-122.5654128,2250,110,44,14,7,,,mm,mm,mm,mm,,,no emb,
MVZ:Mamm:101566,Sorex trowbridgii montereyensis,101566,Seth B. Benson,California,Marin County,West Portal Fort Barry,Seth B. Benson 8803,1944-10-28,"skin, study; skull",male,37.8292336,-122.5147549,1873,,52,15,9,4,7.7,,mm,mm,mm,mm,g,,"""total length"": ""125+-"""
MVZ:Mamm:96216,Sorex trowbridgii montereyensis,96216,A. P. Hendrickson,California,Marin County,2 mi WNW Inverness,A. P. Hendrickson 614,1941-07-14,"skin, study; skull",female,38.1078446,-122.891698,2741,108,51,14,8,,5.8,mm,mm,mm,mm,,g,,
