guid,subspecies,catalognumberint,collectors,state_prov,county,spec_locality,collectornumber,date,parts,sex,dec_lat,dec_long,coordinateuncertaintyinmeters,total length,tail length,hind foot with claw,ear from notch,ear from crown,weight,total length unit,tail length unit,hind foot with claw unit,ear from notch unit,ear from crown unit,weight unit,reproductive data,unformatted measurements
MVZ:Mamm:218553,Sorex vagrans vagrans,218553,John D. Perrine,California,Shasta County,"Upper King's Creek Meadow, Lassen Volcanic National Park",John D. Perrine 288,2006-09-08,"skin, study; skull; tissue (frozen)",female,40.46521,-121.4764,30,108,37,13,6,,6.2,mm,mm,mm,mm,,g,,
MVZ:Mamm:218555,Sorex vagrans vagrans,218555,John D. Perrine,California,Shasta County,"Upper King's Creek Meadow, Lassen Volcanic National Park",John D. Perrine 290,2006-09-08,skull; tissue (frozen); whole organism (ethanol),male,40.46521,-121.4764,30,90,37,12,5,,6.15,mm,mm,mm,mm,,g,,
MVZ:Mamm:218554,Sorex vagrans vagrans,218554,John D. Perrine,California,Shasta County,"Upper King's Creek Meadow, Lassen Volcanic National Park",John D. Perrine 289,2006-09-08,skull; tissue (frozen); whole organism (ethanol),male,40.46521,-121.4764,30,100,35,12,5,,6.9,mm,mm,mm,mm,,g,,tail = [35] mm
MVZ:Mamm:218554,Sorex vagrans vagrans,218554,John D. Perrine,California,Shasta County,"Upper King's Creek Meadow, Lassen Volcanic National Park",John D. Perrine 289,2006-09-08,skull; tissue (frozen); whole organism (ethanol),male,40.46521,-121.4764,30,100,35,12,5,,6.9,mm,mm,mm,mm,,g,,TL = [100] mm
MVZ:Mamm:71201,Sorex vagrans vagrans,71201,Stanley G. Jewett,Oregon,Multnomah County,Portland,Stanley G. Jewett 245,1931-07-10,"skin, study; skull",male,45.5236,-122.675,16106,88,34,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:118646,Sorex vagrans vagrans,118646,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",Robert S. Hoffmann 7II#-20,1953-09-05,skull,female,39.438,-120.2111667,,106,40,11,8,,4.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:83551,Sorex vagrans vagrans,83551,Albert W. Wolfson,Oregon,Deschutes County,"Tumalo Creek, 15 mi W Bend",Albert W. Wolfson 90,1938-06-29,"skin, study; skull",female,44.059534,-121.62364,2700,100,41,14,8,,6.3,mm,mm,mm,mm,,g,6 embryos x 1 mm,
MVZ:Mamm:142366,Sorex vagrans vagrans,142366,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Ladner",Myrnal L. Hawes 490,1971-08-03,"skin, study; skull",male,49.0917,-123.0778,4632,100,44,12,7,4,4.55,mm,mm,mm,mm,mm,g,Testes 3x5mm,
MVZ:Mamm:118496,Sorex vagrans vagrans,118496,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",,1953-06-07,skull,male,39.438,-120.2111667,,,,,,,,,,,,,,,
MVZ:Mamm:142379,Sorex vagrans vagrans,142379,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Ladner",Myrnal L. Hawes 551,1971-10-27,"skin, study; skull",unknown,49.0917,-123.0778,4632,90,43,11,6,4,4.3,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:120629,Sorex vagrans vagrans,120629,Seth B. Benson,Washington,Clallam County,"Dungeness Hatchery, 4 mi SSW Sequin",Seth B. Benson 11919,1956-05-12,"skin, study; skull",female,48.02508,-123.03805,1622,106,38,12,8,3,5,mm,mm,mm,mm,mm,g,lactating,
MVZ:Mamm:206302,Sorex vagrans vagrans,206302,,California,Shasta County,"Trapsite R-2, Lassen Volcanic National Park",,2003-08-14,skeleton; tissue (frozen),female,40.5205994,-121.474732,312,,,,,,,,,,,,,,
MVZ:Mamm:12513,Sorex vagrans vancouverensis,12513,Annie M. Alexander,British Columbia,,"Alberni Valley, Vancouver Island, Vancouver Island, Vancouver Island",Annie M. Alexander 133,1910-06-08,"skin, study; skull",male,49.25,-124.8,26356,106,43,12,,,,mm,mm,mm,,,,,
MVZ:Mamm:118645,Sorex vagrans vagrans,118645,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",Robert S. Hoffmann 7II#-12,1953-09-05,skull,female,39.438,-120.2111667,,,,,,,,,,,,,,,
MVZ:Mamm:118652,Sorex vagrans vagrans,118652,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",Robert S. Hoffmann 7III-10,1953-09-05,skull,male,39.438,-120.2111667,,105,35,12,9,,5,mm,mm,mm,mm,,g,,
MVZ:Mamm:107203,Sorex vagrans vagrans,107203,Oliver P. Pearson,California,Mono County,"Swager Canyon, Sweetwater Mts.",Oliver P. Pearson 1025,1947-07-24,"skin, study; skull",male,38.377051,-119.342674,5150,94,40,12,6,,4.2,mm,mm,mm,mm,,g,,
MVZ:Mamm:181241,Sorex vagrans vagrans,181241,Richard M. Warner,California,Nevada County,"Sagehen Creek, 12.6 km N and 6.5 km W Truckee, Sagehen Creek Field Station",Richard M. Warner 188,1982-07-27,"skin, study; skull",female,39.4383,-120.257408,778,99,34,12,7,,4.2,mm,mm,mm,mm,,g,nulliparous,
MVZ:Mamm:181240,Sorex vagrans vagrans,181240,Richard M. Warner,California,Nevada County,"Sagehen Creek, 12.6 km N and 6.5 km W Truckee, Sagehen Creek Field Station",Richard M. Warner 187,1982-07-27,"skin, study; skull",male,39.4383,-120.257408,778,96,41,12,8,,4.6,mm,mm,mm,mm,,g,T 2x1.5,
MVZ:Mamm:95889,Sorex vagrans vagrans,95889,Ward C. Russell,Oregon,Columbia County,7 mi SE Rainier,Ward C. Russell 8154,1941-06-01,"skin, study; skull",male,46.0084949,-122.8741356,3714,110,41,12,6,,6.2,mm,mm,mm,mm,,g,,
MVZ:Mamm:101788,Sorex vagrans vagrans,101788,,California,Marin County,"Pierce Ranch, Tomales Point",130,1945-03-16,"skin, study; skull",female,38.2072445,-122.963888,2272,106,40,12,7,4,7.6,mm,mm,mm,mm,mm,g,6 emb 5 mm,
MVZ:Mamm:143210,Sorex vagrans vagrans,143210,Myrnal L. Hawes,British Columbia,,"0.25 mi S Goose Lake, Ubc Research Forest, Haney",Myrnal L. Hawes 1839,1972-09-25,"skin, study; skull",male,49.288,-122.5972,3104,95,40,12,8,4,3.8,mm,mm,mm,mm,mm,g,testes 1x1 mm,
MVZ:Mamm:143326,Sorex vagrans vagrans,143326,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 571,1971-11-10,"skin, study; skull",male,49.1167,-122.75,3666,93,41,12,8,4,3.2,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:142587,Sorex vagrans vagrans,142587,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1547,1972-08-01,"skin, study; skull",male,49.0833,-123.0833,4149,102,41,12,7,3,4.3,mm,mm,mm,mm,mm,g,testes 3x5 mm,
MVZ:Mamm:126312,Sorex vagrans vagrans,126312,Seth B. Benson,California,Lassen County,"Willow Creek Valley, 9.5 mi S and 4 mi W Fredonyer Peak",Seth B. Benson 12406,1960-07-24,"skin, study; skull",female,40.55017,-120.52129,330,102,41,13,7,3,4.6,mm,mm,mm,mm,mm,g,im. no emb,
MVZ:Mamm:142591,Sorex vagrans vagrans,142591,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1551,1972-08-01,"skin, study; skull",male,49.0833,-123.0833,4149,103,44,12.5,7,3,3.8,mm,mm,mm,mm,mm,g,testes 1x1 mm,
MVZ:Mamm:142593,Sorex vagrans vagrans,142593,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1553,1972-08-01,"skin, study; skull",female,49.0833,-123.0833,4149,99,42,12,8,3,3.9,mm,mm,mm,mm,mm,g,ut. tiny,
MVZ:Mamm:143461,Sorex vagrans vagrans,143461,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1111,1972-05-20,"skin, study; skull",female,49.1167,-122.75,3666,109,41,13,7,3,5.9,mm,mm,mm,mm,mm,g,lactating heavily,
MVZ:Mamm:143482,Sorex vagrans vagrans,143482,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Serpentine River, Surrey",1231,1972-06-19,"skin, study; skull",female,49.1167,-122.75,3666,105,45,12,8,4,6.2,mm,mm,mm,mm,mm,g,"pregnant, 2 L, 2 R, lactating slightly, crown rump (c-r): 13 mm",
MVZ:Mamm:126309,Sorex vagrans vagrans,126309,Seth B. Benson,California,Lassen County,"Willow Creek Valley, 9.5 mi S and 4 mi W Fredonyer Peak",Seth B. Benson 12403,1960-07-24,"skin, study; skull",male,40.55017,-120.52129,330,102,38,12,7,2,7.2,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:118642,Sorex vagrans vagrans,118642,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",Robert S. Hoffmann 7II #-5,1953-09-05,skull,female,39.438,-120.2111667,,124,44,12,8,,8.9,mm,mm,mm,mm,,g,,
MVZ:Mamm:107197,Sorex vagrans vagrans,107197,Oliver P. Pearson,California,Mono County,"Swager Canyon, Sweetwater Mts.",Oliver P. Pearson 1007,1947-07-22,"skin, study; skull",male,38.377051,-119.342674,5150,95,44,11,7,,3.8,mm,mm,mm,mm,,g,testes 1 mm,
MVZ:Mamm:107195,Sorex vagrans vagrans,107195,Seth B. Benson,California,Mono County,"Swager Canyon, Sweetwater Mts.",Seth B. Benson 10447,1947-07-22,"skin, study; skull",male,38.377051,-119.342674,5150,114,48,12,8,4,7.6,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:126108,Sorex vagrans vagrans,126108,Peter Schramm,California,Sierra County,"McNair Meadow, 3.2 mi N, 1.0 mi E Calpine",Peter Schramm 786,1960-06-16,"skin, study; skull",female,39.67963,-120.48806,702,113,39,14,9,4,8.5,mm,mm,mm,mm,mm,g,no emb,
MVZ:Mamm:149668,Sorex vagrans vagrans,149668,,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",2,1975-10-18,"skin, study; skull",female,39.438,-120.2111667,,96,36,12,4,,4.5,mm,mm,mm,mm,,g,appears nulliparous,
MVZ:Mamm:107202,Sorex vagrans vagrans,107202,Seth B. Benson,California,Mono County,"Swager Canyon, Sweetwater Mts.",Seth B. Benson 10474,1947-07-24,"skin, study; skull",female,38.377051,-119.342674,5150,105,43,12,8,3,5,mm,mm,mm,mm,mm,g,no emb.,
MVZ:Mamm:119546,Sorex vagrans vagrans,119546,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi N Hobart Mills",,1954-11-04,skull,male,39.44433,-120.18423,4748,107,43,12,,,4.4,mm,mm,mm,,,g,,
MVZ:Mamm:12548,Sorex vagrans vancouverensis,12548,Annie M. Alexander,British Columbia,,"Alberni Valley, Vancouver Island, Vancouver Island, Vancouver Island",Annie M. Alexander 899,1910-06-17,"skin, study; skull",male,49.25,-124.8,26356,104,43,13,,,,mm,mm,mm,,,,,
MVZ:Mamm:107201,Sorex vagrans vagrans,107201,Seth B. Benson,California,Mono County,"Swager Canyon, Sweetwater Mts.",Seth B. Benson 10473,1947-07-24,"skin, study; skull",male,38.377051,-119.342674,5150,,43,12,8,3,5.2,,mm,mm,mm,mm,g,,"""total length"": ""108+"""
MVZ:Mamm:220657,Sorex vagrans vagrans,220657,"Rika DeVore, Felix P. Ratcliff, Christopher J. Conroy",California,Plumas County,Willow Lake,326,2007-08-24,"skin, study; skull; tissue (frozen)",unknown,40.40535,-121.36491,6,104,41,12,7,,4.2,mm,mm,mm,mm,,g,,
MVZ:Mamm:143353,Sorex vagrans vagrans,143353,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 716,1972-01-18,"skin, study; skull",male,49.1167,-122.75,3666,103,42,12,8,4,5.6,mm,mm,mm,mm,mm,g,testes: 4 x 5 mm,
MVZ:Mamm:143354,Sorex vagrans vagrans,143354,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 717,1972-01-18,"skin, study; skull",female,49.1167,-122.75,3666,100,45,13,7,3,3.7,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:142823,Sorex vagrans vagrans,142823,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",12311,1971-11-17,"skin, study; skull",female,49.0833,-123.0833,4149,99,46,13,7,3,3.9,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:142582,Sorex vagrans vagrans,142582,Myrnal L. Hawes,British Columbia,,"Ladner Air Force Base, Delta",Myrnal L. Hawes 1532,1972-07-21,"skin, study; skull",male,49.0833,-123.0833,4149,103,41,12,8,3,4.4,mm,mm,mm,mm,mm,g,testes 3x4 mm,
MVZ:Mamm:11833,Sorex vagrans vagrans,11833,Frank Stephens,California,Humboldt County,2 mi N Ferndale,Frank Stephens 3251,1910-09-12,"skin, study; skull",female,40.60969,-124.2623,4545,103,45,13,5,,,mm,mm,mm,mm,,,,
MVZ:Mamm:143264,Sorex vagrans vagrans,143264,Myrnal L. Hawes,British Columbia,,"Steveston Hwy. and Deas Fwy., Richmond, Lulu Island, Vancouver Island, Lulu Island",Myrnal L. Hawes 12039,1971-12-31,"skin, study; skull",female,49.1667,-123.1167,5436,,,,,,,,,,,,,heavily lactating,
MVZ:Mamm:142822,Sorex vagrans vagrans,142822,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",12312,1971-11-17,"skin, study; skull",female,49.0833,-123.0833,4149,102,45,13,8,4,4.7,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:143191,Sorex vagrans vagrans,143191,Myrnal L. Hawes,British Columbia,,"0.25 mi S Goose Lake, Ubc Research Forest, Haney",Myrnal L. Hawes 1480,1972-08-01,"skin, study; skull",male,49.288,-122.5972,3104,101,44,13,8,4,3.7,mm,mm,mm,mm,mm,g,testes 1x1.5 mm,
MVZ:Mamm:143192,Sorex vagrans vagrans,143192,Myrnal L. Hawes,British Columbia,,"0.25 mi S Goose Lake, Ubc Research Forest, Haney",Myrnal L. Hawes 1481,1972-08-01,"skin, study; skull",female,49.288,-122.5972,3104,96,46,12,7,3,3.2,mm,mm,mm,mm,mm,g,ut. tiny,
MVZ:Mamm:143186,Sorex vagrans vagrans,143186,Myrnal L. Hawes,British Columbia,,"0.25 mi S Goose Lake, Ubc Research Forest, Haney",Myrnal L. Hawes 1475,1972-08-01,"skin, study; skull",female,49.288,-122.5972,3104,97,42,12,7,3,3.2,mm,mm,mm,mm,mm,g,ut. small,
MVZ:Mamm:239676,Sorex vagrans vagrans,239676,Christopher J. Conroy,California,Mono County,Whitmore Hot Spring,Christopher J. Conroy 3253,2019-04-26,"skin, study; skull; tissue",male,37.631105,-118.811723,402,100,38,11,7,,6,mm,mm,mm,mm,,g,t: 6x4; SV: 4 mm,
MVZ:Mamm:116597,Sorex vagrans vagrans,116597,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi NW Hobart Mills",Robert S. Hoffmann 45,1952-09-14,"skin, study; skull",female,39.438,-120.2111667,,92,39,11,7,,5,mm,mm,mm,mm,,g,,
MVZ:Mamm:181239,Sorex vagrans vagrans,181239,Richard M. Warner,California,Nevada County,"Sagehen Creek, 12.6 km N and 6.5 km W Truckee, Sagehen Creek Field Station",Richard M. Warner 186,1982-07-27,"skin, study; skull",male,39.4383,-120.257408,778,99,42,12,8,,4.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:229793,Sorex vagrans vagrans,229793,Sue Fox,California,El Dorado County,"Trout Creek Meadow, South Lake Tahoe",,2005-08-05,DNA (frozen); skeleton; skull; tissue (frozen),unknown,38.909975,-119.969203,,87,42,12,5,,2,mm,mm,mm,mm,,g,,
MVZ:Mamm:98127,Sorex vagrans vagrans,98127,A. P. Hendrickson,California,Placer County,"5 mi S Truckee, W bank Truckee River",A. P. Hendrickson 677,1942-07-04,"skin, study; skull",female,39.2599291,-120.2080704,7459,102,37,13,8,,,mm,mm,mm,mm,,,,
MVZ:Mamm:46846,Sorex vagrans vagrans,46846,Adrey E. Borell,Idaho,Washington County,"1 mi NE Heath, SW slope Cuddy Mt.",Adrey E. Borell 4224,1930-06-18,whole organism (ethanol),male,44.7664,-116.8667,1852,110,43,14,3,,,mm,mm,mm,mm,,,,
MVZ:Mamm:134722,Sorex vagrans vagrans,134722,Walter W. Dalquest,Washington,Skagit County,Strawberry Bay,Walter W. Dalquest 1509,1939-07-10,"skin, study; skull",male,48.5631,-122.7206,496,99,43,12.3,,,,mm,mm,mm,,,,,
MVZ:Mamm:181237,Sorex vagrans vagrans,181237,Richard M. Warner,California,Nevada County,"Sagehen Creek, 12.6 km N and 6.5 km W Truckee, Sagehen Creek Field Station",Richard M. Warner 184,1982-07-27,"skin, study; skull",female,39.4383,-120.257408,778,98,39,12,8,,4.3,mm,mm,mm,mm,,g,,
MVZ:Mamm:142336,Sorex vagrans vagrans,142336,Myrnal L. Hawes,British Columbia,,Boundary Bay,Myrnal L. Hawes 1092,1972-05-09,"skin, study; skull",male,49,-123.0333,2622,111,45,13,8,3,5.8,mm,mm,mm,mm,mm,g,testes 4x5 mm,
MVZ:Mamm:143276,Sorex vagrans vagrans,143276,Myrnal L. Hawes,British Columbia,,"Steveston Hwy. and Deas Fwy., Richmond, Lulu Island, Vancouver Island, Lulu Island",Myrnal L. Hawes 1152,1972-02-22,"skin, study; skull",male,49.1667,-123.1167,5436,102,43,13,8,3,5.1,mm,mm,mm,mm,mm,g,Testes: 4 x 6 mm,
MVZ:Mamm:107196,Sorex vagrans vagrans,107196,Oliver P. Pearson,California,Mono County,"Swager Canyon, Sweetwater Mts.",Oliver P. Pearson 1006,1947-07-22,"skin, study; skull",male,38.377051,-119.342674,5150,103,42,13,6.5,,4.6,mm,mm,mm,mm,,g,testes 1 mm,
MVZ:Mamm:142332,Sorex vagrans vagrans,142332,Myrnal L. Hawes,British Columbia,,Boundary Bay,Myrnal L. Hawes 1088,1972-05-09,"skin, study; skull",male,49,-123.0333,2622,97,39,12,8,3,3.9,mm,mm,mm,mm,mm,g,testes 1.5x2 mm,
MVZ:Mamm:119529,Sorex vagrans vagrans,119529,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi N Hobart Mills",,1953-09-06,skull,male,39.44433,-120.18423,4748,113,39,12,,,6.3,mm,mm,mm,,,g,,
MVZ:Mamm:218548,Sorex vagrans vagrans,218548,Christopher J. Conroy,California,Shasta County,"Kings Creek Falls, Lassen Volcanic National Park",Christopher J. Conroy 2080,2006-09-09,skull; tissue (frozen); whole organism (ethanol),unknown,40.45971,-121.44478,30,100,43,11,7,,3.2,mm,mm,mm,mm,,g,,
MVZ:Mamm:119533,Sorex vagrans vagrans,119533,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi N Hobart Mills",,1953-09-06,skull,male,39.44433,-120.18423,4748,106,42,,,,4.3,mm,mm,,,,g,,
MVZ:Mamm:119540,Sorex vagrans vagrans,119540,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi N Hobart Mills",,1953-09-06,skull,female,39.44433,-120.18423,4748,106,42,12,,,4.3,mm,mm,mm,,,g,,
MVZ:Mamm:206308,Sorex vagrans vagrans,206308,,California,Tehama County,"Trapsite R-1, Lassen Volcanic National Park",,2003-08-22,skeleton; tissue (frozen),female,40.4322209,-121.5330702,312,,,,,,,,,,,,,,
MVZ:Mamm:142917,Sorex vagrans vagrans,142917,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1143,1972-05-29,"skin, study; skull",female,49.0833,-123.0833,4149,109,42,13,9,4,6.3,mm,mm,mm,mm,mm,g,"pregnant, 5 L, 3 R, lactating heavily, tiny embryos",
MVZ:Mamm:206309,Sorex vagrans vagrans,206309,,California,Tehama County,"Trapsite R-1, Lassen Volcanic National Park",,2003-08-22,skeleton; tissue (frozen),female,40.4322209,-121.5330702,312,,,,,,,,,,,,,,
MVZ:Mamm:143212,Sorex vagrans vagrans,143212,Myrnal L. Hawes,British Columbia,,"0.25 mi S Goose Lake, Ubc Research Forest, Haney",Myrnal L. Hawes 1841,1972-09-25,"skin, study; skull",female,49.288,-122.5972,3104,99,41,13,8,4,4.2,mm,mm,mm,mm,mm,g,ut. small,
MVZ:Mamm:34687,Sorex vagrans vagrans,34687,Adrey E. Borell,California,Tehama County,Battle Creek Meadows,Adrey E. Borell 866,1924-06-26,"skin, study; skull",female,40.3377636,-121.5961291,3457,109,39,13,3,,7,mm,mm,mm,mm,,g,,
MVZ:Mamm:143358,Sorex vagrans vagrans,143358,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 728,1972-01-19,"skin, study; skull",male,49.1167,-122.75,3666,104,45,14,9,5,5.4,mm,mm,mm,mm,mm,g,testes: 3 x 5 mm,
MVZ:Mamm:143359,Sorex vagrans vagrans,143359,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 729,1972-01-19,"skin, study; skull",male,49.1167,-122.75,3666,103,42,13,7,4,5,mm,mm,mm,mm,mm,g,testes: 4 x 6 mm,
MVZ:Mamm:142826,Sorex vagrans vagrans,142826,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",1326,1971-12-01,"skin, study; skull",female,49.0833,-123.0833,4149,101,42,13,8,4,3.8,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:94066,Sorex vagrans vagrans,94066,John E. Chattin,Washington,Pacific County,2.5 mi SE Chinook,John E. Chattin 655,1940-08-09,"skin, study; skull",male,46.247506326,-123.90729212,2348,97,41,13,7,,4,mm,mm,mm,mm,,g,,
MVZ:Mamm:94065,Sorex vagrans vagrans,94065,Charles G. Sibley,Washington,Pacific County,2.5 mi SE Chinook,Charles G. Sibley 1029,1940-08-09,"skin, study; skull",unknown,46.247506326,-123.90729212,2348,91,40,13,8,4,4.2,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:229774,Sorex vagrans vagrans,229774,Sue Fox,California,El Dorado County,"Trout Creek Meadow, South Lake Tahoe",,2003-07-17,DNA (frozen); skeleton; skull; tissue (frozen),male,38.918272,-119.972017,,99,38,12,5,,6.6,mm,mm,mm,mm,,g,left testis 3x3mm,
MVZ:Mamm:143216,Sorex vagrans vagrans,143216,Myrnal L. Hawes,British Columbia,,"0.25 mi S Goose Lake, Ubc Research Forest, Haney",Myrnal L. Hawes 1845,1972-09-25,"skin, study; skull",male,49.288,-122.5972,3104,109,45,13,9,4,5.6,mm,mm,mm,mm,mm,g,teatea 4x5 mm,
MVZ:Mamm:229798,Sorex vagrans vagrans,229798,Sue Fox,California,El Dorado County,"Trout Creek Meadow, South Lake Tahoe",,2005-08-05,DNA (frozen); skeleton; skull; tissue (frozen),male,38.909975,-119.969203,,95,36,12,6,,4.5,mm,mm,mm,mm,,g,,
MVZ:Mamm:142805,Sorex vagrans vagrans,142805,"Myrnal L. Hawes, Charles J. Krebs",British Columbia,,"Delta, Westham Island, Westham Island",11334,1971-10-15,"skin, study; skull",male,49.0833,-123.0833,4149,101,44,13,9,4,4.5,mm,mm,mm,mm,mm,g,,
MVZ:Mamm:143215,Sorex vagrans vagrans,143215,Myrnal L. Hawes,British Columbia,,"0.25 mi S Goose Lake, Ubc Research Forest, Haney",Myrnal L. Hawes 1844,1972-09-25,"skin, study; skull",female,49.288,-122.5972,3104,109,43,13,9,4,5.2,mm,mm,mm,mm,mm,g,lact. heavily. ut. lg,
MVZ:Mamm:94067,Sorex vagrans vagrans,94067,John E. Chattin,Washington,Pacific County,2.5 mi SE Chinook,John E. Chattin 656,1940-08-09,"skin, study; skull",male,46.247506326,-123.90729212,2348,100,40,13,7,,4.7,mm,mm,mm,mm,,g,,
MVZ:Mamm:229771,Sorex vagrans vagrans,229771,Sue Fox,California,El Dorado County,"Trout Creek Meadow, South Lake Tahoe",,2003-07-18,DNA (frozen); skeleton; skull; tissue (frozen),male,38.918272,-119.972017,,90,35,7,6,,4.5,mm,mm,mm,mm,,g,right testis 5x3mm,
MVZ:Mamm:229795,Sorex vagrans vagrans,229795,Sue Fox,California,El Dorado County,"Trout Creek Meadow, South Lake Tahoe",,2005-08-05,skeleton; skull; tissue (frozen),male,38.909975,-119.969203,,90,39,13,6,,,mm,mm,mm,mm,,,,
MVZ:Mamm:46924,Sorex vagrans vagrans,46924,Wayne B. Whitlow,Idaho,Bannock County,Schutt's Mine,Wayne B. Whitlow 389,1930-09-28,"skin, study; skull",male,42.9016,-112.2723,10652,99,39,12,7,,5,mm,mm,mm,mm,,g,,
MVZ:Mamm:101795,Sorex vagrans vagrans,101795,Seth B. Benson,California,Marin County,"Pierce Ranch, Tomales Point",Seth B. Benson 8875,1945-03-18,"skin, study; skull",female,38.2072445,-122.963888,2272,107,39,13,9,3,6.7,mm,mm,mm,mm,mm,g,"6 embs, 6 mm",
MVZ:Mamm:119684,Sorex vagrans vagrans,119684,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi N Hobart Mills",,1955-05-20,skull,male,39.44433,-120.18423,4748,103,38,13,,,6.4,mm,mm,mm,,,g,,
MVZ:Mamm:143423,Sorex vagrans vagrans,143423,Myrnal L. Hawes,British Columbia,,"Serpentine River, Surrey",Myrnal L. Hawes 992,1972-04-25,"skin, study; skull",male,49.1167,-122.75,3666,105,44,12.5,8,3,5.2,mm,mm,mm,mm,mm,g,testes 4 x 6 mm,
MVZ:Mamm:119680,Sorex vagrans vagrans,119680,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi N Hobart Mills",,1955-05-20,skull,male,39.44433,-120.18423,4748,,,,,,,,,,,,,,
MVZ:Mamm:119536,Sorex vagrans vagrans,119536,Robert S. Hoffmann,California,Nevada County,"Sagehen Creek, 3 mi N Hobart Mills",,1953-09-06,skull,male,39.44433,-120.18423,4748,104,43,12,,,3.8,mm,mm,mm,,,g,,
MVZ:Mamm:45432,Sorex vagrans vagrans,45432,Chester C. Lamb,Nevada,Nye County,5 mi SE Millett Post Office,Chester C. Lamb 12133,1930-04-23,"skin, study; skull",male,38.96403,-117.1143,4068,93,37,13,,,6.3,mm,mm,mm,,,g,,
